n	version1	version2	version3	version4
464	5.398e-03	1.676e-02	3.937e-03	3.172e-03
465	5.432e-03	1.669e-02	3.940e-03	3.212e-03
466	5.458e-03	1.701e-02	3.951e-03	3.209e-03
467	5.479e-03	1.672e-02	3.940e-03	3.238e-03
468	5.432e-03	1.676e-02	3.950e-03	3.199e-03
469	5.428e-03	1.693e-02	4.307e-03	3.562e-03
470	5.946e-03	1.713e-02	3.942e-03	3.206e-03
471	5.439e-03	1.669e-02	4.044e-03	3.255e-03
472	5.486e-03	1.667e-02	3.952e-03	3.205e-03
473	5.392e-03	1.676e-02	3.958e-03	3.195e-03
474	5.492e-03	1.809e-02	4.213e-03	3.264e-03
475	6.471e-03	1.713e-02	3.934e-03	3.200e-03
476	5.393e-03	1.679e-02	3.939e-03	3.173e-03
477	5.420e-03	1.685e-02	3.933e-03	3.210e-03
478	5.415e-03	1.681e-02	4.038e-03	3.253e-03
479	5.488e-03	1.671e-02	3.940e-03	3.200e-03
480	5.385e-03	1.666e-02	4.012e-03	3.246e-03
481	5.487e-03	1.672e-02	4.134e-03	3.274e-03
482	5.524e-03	1.664e-02	3.998e-03	3.305e-03
483	5.564e-03	1.684e-02	4.069e-03	3.344e-03
484	5.542e-03	1.668e-02	4.047e-03	3.319e-03
485	5.521e-03	1.682e-02	4.069e-03	3.316e-03
486	5.520e-03	1.666e-02	4.063e-03	3.285e-03
487	5.485e-03	1.666e-02	3.988e-03	3.230e-03
488	5.500e-03	1.660e-02	4.081e-03	3.284e-03
489	5.507e-03	1.670e-02	4.085e-03	3.316e-03
490	5.582e-03	1.669e-02	3.987e-03	3.259e-03
491	5.453e-03	1.671e-02	3.957e-03	3.224e-03
492	5.484e-03	1.674e-02	3.964e-03	3.173e-03
493	5.511e-03	1.669e-02	3.996e-03	3.220e-03
494	5.429e-03	1.672e-02	3.986e-03	3.222e-03
495	5.426e-03	1.670e-02	3.961e-03	3.240e-03
496	5.393e-03	1.677e-02	3.947e-03	3.254e-03
497	5.398e-03	1.672e-02	3.956e-03	3.186e-03
498	5.440e-03	1.667e-02	3.989e-03	3.277e-03
499	5.452e-03	1.673e-02	3.988e-03	3.283e-03
500	5.437e-03	1.672e-02	3.944e-03	3.236e-03
501	5.480e-03	1.671e-02	3.952e-03	3.220e-03
502	5.458e-03	1.671e-02	4.005e-03	3.210e-03
503	5.436e-03	1.670e-02	3.945e-03	3.249e-03
504	5.437e-03	1.672e-02	3.977e-03	3.220e-03
505	5.454e-03	1.670e-02	3.950e-03	3.201e-03
506	5.380e-03	1.669e-02	3.934e-03	3.201e-03
507	5.406e-03	1.676e-02	3.968e-03	3.228e-03
508	5.443e-03	1.668e-02	3.965e-03	3.219e-03
509	5.406e-03	1.671e-02	3.934e-03	3.207e-03
510	5.409e-03	1.673e-02	3.940e-03	3.176e-03
511	5.429e-03	1.672e-02	3.980e-03	3.243e-03
512	5.426e-03	1.669e-02	3.965e-03	3.213e-03
513	5.408e-03	1.668e-02	3.934e-03	3.207e-03
514	5.404e-03	1.669e-02	3.967e-03	3.221e-03
515	5.408e-03	1.672e-02	3.976e-03	3.203e-03
516	5.428e-03	1.672e-02	4.001e-03	3.232e-03
517	5.405e-03	1.669e-02	3.949e-03	3.198e-03
518	5.383e-03	1.672e-02	3.944e-03	3.170e-03
519	5.424e-03	1.670e-02	3.951e-03	3.209e-03
520	5.413e-03	1.673e-02	3.944e-03	3.202e-03
521	5.419e-03	1.669e-02	4.010e-03	3.197e-03
522	5.396e-03	1.667e-02	3.937e-03	3.206e-03
523	5.383e-03	1.669e-02	3.944e-03	3.204e-03
524	5.425e-03	1.669e-02	3.932e-03	3.195e-03
525	5.393e-03	1.672e-02	3.941e-03	3.229e-03
526	5.385e-03	1.673e-02	3.939e-03	3.178e-03
527	5.408e-03	1.667e-02	3.942e-03	3.202e-03
528	5.412e-03	1.672e-02	3.934e-03	3.205e-03
529	5.398e-03	1.675e-02	3.990e-03	3.173e-03
530	5.425e-03	1.669e-02	3.967e-03	3.244e-03
531	5.390e-03	1.670e-02	3.947e-03	3.195e-03
532	5.404e-03	1.666e-02	3.934e-03	3.216e-03
533	5.408e-03	1.668e-02	3.961e-03	3.234e-03
534	5.398e-03	1.675e-02	3.968e-03	3.202e-03
535	5.466e-03	1.671e-02	3.932e-03	3.218e-03
536	5.445e-03	1.675e-02	3.942e-03	3.202e-03
537	5.403e-03	1.678e-02	3.942e-03	3.171e-03
538	5.419e-03	1.669e-02	3.997e-03	3.235e-03
539	5.383e-03	1.670e-02	3.939e-03	3.231e-03
540	5.431e-03	1.667e-02	3.934e-03	3.203e-03
541	5.410e-03	1.673e-02	3.953e-03	3.232e-03
542	5.401e-03	1.675e-02	3.934e-03	3.200e-03
543	5.445e-03	1.669e-02	3.959e-03	3.222e-03
544	5.400e-03	1.669e-02	3.935e-03	3.203e-03
545	5.408e-03	1.678e-02	3.950e-03	3.168e-03
546	5.422e-03	1.677e-02	3.951e-03	3.212e-03
547	5.392e-03	1.671e-02	3.957e-03	3.203e-03
548	5.423e-03	1.674e-02	3.933e-03	3.213e-03
549	5.399e-03	1.670e-02	3.943e-03	3.201e-03
550	5.398e-03	1.675e-02	3.940e-03	3.210e-03
551	5.433e-03	1.669e-02	3.954e-03	3.210e-03
552	5.383e-03	1.673e-02	3.938e-03	3.240e-03
553	5.420e-03	1.678e-02	3.937e-03	3.167e-03
554	5.445e-03	1.668e-02	3.952e-03	3.231e-03
555	5.395e-03	1.674e-02	3.935e-03	3.195e-03
556	5.413e-03	1.668e-02	3.954e-03	3.204e-03
557	5.391e-03	1.671e-02	3.943e-03	3.226e-03
558	5.404e-03	1.675e-02	3.944e-03	3.271e-03
559	5.429e-03	1.673e-02	3.935e-03	3.207e-03
560	5.404e-03	1.675e-02	3.968e-03	3.282e-03
561	5.407e-03	1.680e-02	3.941e-03	3.187e-03
562	5.457e-03	1.673e-02	3.938e-03	3.207e-03
563	5.409e-03	1.672e-02	3.948e-03	3.215e-03
564	5.418e-03	1.672e-02	3.952e-03	3.199e-03
565	5.417e-03	1.673e-02	3.941e-03	3.224e-03
566	5.390e-03	1.678e-02	3.934e-03	3.180e-03
567	5.452e-03	1.670e-02	3.939e-03	3.231e-03
568	5.407e-03	1.674e-02	3.939e-03	3.202e-03
569	5.406e-03	1.677e-02	3.960e-03	3.170e-03
570	5.433e-03	1.670e-02	3.940e-03	3.216e-03
571	5.430e-03	1.672e-02	3.933e-03	3.236e-03
572	5.425e-03	1.670e-02	3.941e-03	3.198e-03
573	5.397e-03	1.669e-02	3.940e-03	3.204e-03
574	5.391e-03	1.675e-02	3.936e-03	3.184e-03
575	5.453e-03	1.699e-02	3.974e-03	3.478e-03
576	5.395e-03	1.668e-02	4.073e-03	3.516e-03
577	5.414e-03	1.667e-02	3.952e-03	3.199e-03
578	5.375e-03	1.668e-02	3.982e-03	3.219e-03
579	5.392e-03	1.672e-02	3.936e-03	3.170e-03
580	5.443e-03	1.668e-02	3.941e-03	3.202e-03
581	5.412e-03	1.669e-02	4.075e-03	3.280e-03
582	5.515e-03	1.664e-02	4.029e-03	3.268e-03
583	5.483e-03	1.681e-02	4.024e-03	3.274e-03
584	5.478e-03	1.679e-02	4.109e-03	3.262e-03
585	5.519e-03	1.664e-02	4.149e-03	3.306e-03
586	5.506e-03	1.694e-02	4.071e-03	3.271e-03
587	5.504e-03	1.664e-02	4.070e-03	3.314e-03
588	5.560e-03	1.670e-02	4.011e-03	3.216e-03
589	5.547e-03	1.662e-02	4.050e-03	3.290e-03
590	5.467e-03	1.672e-02	3.968e-03	3.215e-03
591	5.462e-03	1.670e-02	3.985e-03	3.216e-03
592	5.397e-03	1.670e-02	3.976e-03	3.238e-03
593	5.487e-03	1.674e-02	3.952e-03	3.170e-03
594	5.444e-03	1.667e-02	3.953e-03	3.217e-03
595	5.404e-03	1.668e-02	3.978e-03	3.194e-03
596	5.414e-03	1.668e-02	3.946e-03	3.235e-03
597	5.375e-03	1.667e-02	3.946e-03	3.222e-03
598	5.414e-03	1.673e-02	3.968e-03	3.165e-03
599	5.417e-03	1.670e-02	4.007e-03	3.242e-03
600	5.424e-03	1.672e-02	3.949e-03	3.228e-03
601	5.412e-03	1.675e-02	3.940e-03	3.175e-03
602	5.487e-03	1.675e-02	3.940e-03	3.204e-03
603	5.418e-03	1.674e-02	3.976e-03	3.243e-03
604	5.427e-03	1.671e-02	3.960e-03	3.233e-03
605	5.412e-03	1.673e-02	3.957e-03	3.227e-03
606	5.402e-03	1.672e-02	3.946e-03	3.179e-03
607	5.484e-03	1.667e-02	3.943e-03	3.199e-03
608	5.378e-03	1.670e-02	3.954e-03	3.202e-03
609	5.436e-03	1.665e-02	3.966e-03	3.175e-03
610	5.382e-03	1.669e-02	4.099e-03	3.241e-03
611	5.388e-03	1.668e-02	4.067e-03	3.196e-03
612	5.414e-03	1.666e-02	3.932e-03	3.194e-03
613	5.397e-03	1.670e-02	3.948e-03	3.202e-03
614	5.398e-03	1.675e-02	3.935e-03	3.185e-03
615	5.424e-03	1.668e-02	3.982e-03	3.226e-03
616	5.392e-03	1.671e-02	3.942e-03	3.205e-03
617	5.376e-03	1.672e-02	3.987e-03	3.167e-03
618	5.407e-03	1.669e-02	3.939e-03	3.201e-03
619	5.391e-03	1.672e-02	3.934e-03	3.207e-03
620	5.412e-03	1.668e-02	3.940e-03	3.225e-03
621	5.396e-03	1.667e-02	3.947e-03	3.207e-03
622	5.392e-03	1.670e-02	3.929e-03	3.192e-03
623	5.410e-03	1.668e-02	3.932e-03	3.224e-03
624	5.403e-03	1.670e-02	3.955e-03	3.202e-03
625	5.398e-03	1.673e-02	4.001e-03	3.176e-03
626	5.438e-03	1.671e-02	3.952e-03	3.207e-03
627	5.383e-03	1.668e-02	3.932e-03	3.240e-03
628	5.432e-03	1.668e-02	3.943e-03	3.199e-03
629	5.419e-03	1.662e-02	4.061e-03	3.289e-03
630	5.546e-03	1.679e-02	4.090e-03	3.243e-03
631	5.511e-03	1.737e-02	4.348e-03	3.388e-03
632	5.542e-03	1.666e-02	4.057e-03	3.465e-03
633	5.529e-03	1.682e-02	4.081e-03	3.394e-03
634	5.547e-03	1.669e-02	4.072e-03	3.325e-03
635	5.500e-03	1.665e-02	4.033e-03	3.251e-03
636	5.487e-03	1.664e-02	4.081e-03	3.288e-03
637	5.507e-03	1.661e-02	4.051e-03	3.276e-03
638	5.492e-03	1.668e-02	4.062e-03	3.229e-03
639	5.522e-03	1.665e-02	3.950e-03	3.204e-03
640	5.404e-03	1.669e-02	3.976e-03	3.240e-03
641	5.473e-03	1.670e-02	3.958e-03	3.207e-03
642	5.438e-03	1.671e-02	3.954e-03	3.266e-03
643	5.411e-03	1.674e-02	3.972e-03	3.197e-03
644	5.459e-03	1.668e-02	4.004e-03	3.253e-03
645	5.444e-03	1.670e-02	3.981e-03	3.256e-03
646	5.445e-03	1.667e-02	3.983e-03	3.215e-03
647	5.484e-03	1.670e-02	4.002e-03	3.212e-03
648	5.444e-03	1.671e-02	3.943e-03	3.241e-03
649	5.427e-03	1.668e-02	3.984e-03	3.237e-03
650	5.470e-03	1.668e-02	4.058e-03	3.260e-03
651	5.496e-03	1.672e-02	3.975e-03	3.222e-03
652	5.396e-03	1.668e-02	4.004e-03	3.229e-03
653	5.409e-03	1.670e-02	3.954e-03	3.251e-03
654	5.517e-03	1.673e-02	3.969e-03	3.254e-03
655	5.558e-03	1.711e-02	3.948e-03	3.236e-03
656	5.460e-03	1.669e-02	4.001e-03	3.243e-03
657	5.422e-03	1.668e-02	3.967e-03	3.229e-03
658	5.406e-03	1.675e-02	3.941e-03	3.181e-03
659	5.403e-03	1.666e-02	3.938e-03	3.229e-03
660	5.440e-03	1.672e-02	3.953e-03	3.235e-03
661	5.415e-03	1.669e-02	3.987e-03	3.257e-03
662	5.422e-03	1.670e-02	3.947e-03	3.252e-03
663	5.394e-03	1.670e-02	3.973e-03	3.207e-03
664	5.414e-03	1.669e-02	3.958e-03	3.226e-03
665	5.449e-03	1.671e-02	3.956e-03	3.217e-03
666	5.444e-03	1.672e-02	3.933e-03	3.167e-03
667	5.417e-03	1.668e-02	3.949e-03	3.208e-03
668	5.418e-03	1.672e-02	3.963e-03	3.204e-03
669	5.421e-03	1.672e-02	3.984e-03	3.229e-03
670	5.415e-03	1.668e-02	4.122e-03	3.313e-03
671	5.562e-03	1.665e-02	4.085e-03	3.424e-03
672	5.483e-03	1.669e-02	4.020e-03	3.248e-03
673	5.397e-03	1.676e-02	3.987e-03	3.220e-03
674	5.497e-03	1.671e-02	3.944e-03	3.239e-03
675	5.408e-03	1.683e-02	3.967e-03	3.222e-03
676	5.442e-03	1.680e-02	3.963e-03	3.202e-03
677	5.408e-03	1.670e-02	4.086e-03	3.272e-03
678	5.439e-03	1.675e-02	3.939e-03	3.179e-03
679	5.410e-03	1.665e-02	3.948e-03	3.212e-03
680	5.379e-03	1.669e-02	3.954e-03	3.210e-03
681	5.388e-03	1.675e-02	3.955e-03	3.177e-03
682	5.429e-03	1.670e-02	3.943e-03	3.232e-03
683	5.401e-03	1.672e-02	3.942e-03	3.199e-03
684	5.433e-03	1.675e-02	3.956e-03	3.218e-03
685	5.404e-03	1.671e-02	3.968e-03	3.225e-03
686	5.413e-03	1.676e-02	3.953e-03	3.189e-03
687	5.470e-03	1.671e-02	3.937e-03	3.232e-03
688	5.401e-03	1.671e-02	3.963e-03	3.218e-03
689	5.396e-03	1.669e-02	3.989e-03	3.245e-03
690	5.444e-03	1.673e-02	3.943e-03	3.260e-03
691	5.438e-03	1.675e-02	3.918e-03	3.200e-03
692	5.484e-03	1.668e-02	3.959e-03	3.205e-03
693	5.424e-03	1.676e-02	3.961e-03	3.249e-03
694	5.406e-03	1.673e-02	3.938e-03	3.167e-03
695	5.415e-03	1.697e-02	3.938e-03	3.221e-03
696	5.396e-03	1.673e-02	3.939e-03	3.241e-03
697	5.435e-03	1.670e-02	3.949e-03	3.201e-03
698	5.384e-03	1.673e-02	3.949e-03	3.206e-03
699	5.383e-03	1.673e-02	3.971e-03	3.192e-03
700	5.415e-03	1.670e-02	3.939e-03	3.208e-03
701	5.395e-03	1.672e-02	3.933e-03	3.203e-03
702	5.387e-03	1.675e-02	3.993e-03	3.166e-03
703	5.416e-03	1.667e-02	3.935e-03	3.209e-03
704	5.380e-03	1.669e-02	3.948e-03	3.228e-03
705	5.413e-03	1.671e-02	3.982e-03	3.218e-03
706	5.439e-03	1.671e-02	3.949e-03	3.275e-03
707	5.397e-03	1.674e-02	3.944e-03	3.176e-03
708	5.415e-03	1.680e-02	3.944e-03	3.205e-03
709	5.401e-03	1.677e-02	3.964e-03	3.218e-03
710	5.447e-03	1.671e-02	4.006e-03	3.194e-03
711	5.407e-03	1.669e-02	3.952e-03	3.204e-03
712	5.379e-03	1.672e-02	3.936e-03	3.215e-03
713	5.420e-03	1.668e-02	3.935e-03	3.216e-03
714	5.412e-03	1.672e-02	3.940e-03	3.218e-03
715	5.395e-03	1.675e-02	3.934e-03	3.167e-03
716	5.414e-03	1.668e-02	3.965e-03	3.214e-03
717	5.411e-03	1.673e-02	3.943e-03	3.196e-03
718	5.380e-03	1.677e-02	3.937e-03	3.170e-03
719	5.416e-03	1.716e-02	3.942e-03	3.206e-03
720	5.421e-03	1.685e-02	3.954e-03	3.175e-03
721	5.418e-03	1.672e-02	3.954e-03	3.235e-03
722	5.436e-03	1.674e-02	3.942e-03	3.206e-03
723	5.428e-03	1.666e-02	3.936e-03	3.169e-03
724	5.393e-03	1.671e-02	3.955e-03	3.215e-03
725	5.405e-03	1.673e-02	3.934e-03	3.196e-03
726	5.405e-03	1.668e-02	3.946e-03	3.207e-03
727	5.414e-03	1.669e-02	3.954e-03	3.203e-03
728	5.411e-03	1.672e-02	3.949e-03	3.174e-03
729	5.454e-03	1.668e-02	3.989e-03	3.279e-03
730	5.408e-03	1.672e-02	3.944e-03	3.235e-03
731	5.448e-03	1.666e-02	3.936e-03	3.177e-03
732	5.396e-03	1.669e-02	3.946e-03	3.203e-03
733	5.395e-03	1.674e-02	3.955e-03	3.209e-03
734	5.408e-03	1.671e-02	3.937e-03	3.210e-03
735	5.407e-03	1.675e-02	3.940e-03	3.206e-03
736	5.400e-03	1.676e-02	3.938e-03	3.173e-03
737	5.458e-03	1.669e-02	3.984e-03	3.219e-03
738	5.379e-03	1.670e-02	3.941e-03	3.219e-03
739	5.399e-03	1.673e-02	3.937e-03	3.180e-03
740	5.404e-03	1.670e-02	3.955e-03	3.204e-03
741	5.392e-03	1.669e-02	3.938e-03	3.194e-03
742	5.397e-03	1.665e-02	3.954e-03	3.205e-03
743	5.391e-03	1.667e-02	3.939e-03	3.221e-03
744	5.410e-03	1.675e-02	3.943e-03	3.198e-03
745	5.434e-03	1.670e-02	4.000e-03	3.234e-03
746	5.405e-03	1.669e-02	3.940e-03	3.204e-03
747	5.396e-03	1.676e-02	3.940e-03	3.183e-03
748	5.415e-03	1.669e-02	3.935e-03	3.202e-03
749	5.399e-03	1.671e-02	3.992e-03	3.240e-03
750	5.416e-03	1.667e-02	3.945e-03	3.206e-03
751	5.398e-03	1.703e-02	3.942e-03	3.251e-03
752	5.408e-03	1.671e-02	3.942e-03	3.175e-03
753	5.407e-03	1.670e-02	3.932e-03	3.200e-03
754	5.417e-03	1.671e-02	3.955e-03	3.240e-03
755	5.403e-03	1.674e-02	3.957e-03	3.171e-03
756	5.423e-03	1.669e-02	3.939e-03	3.217e-03
757	5.398e-03	1.670e-02	3.940e-03	3.204e-03
758	5.428e-03	1.670e-02	4.015e-03	3.249e-03
759	5.398e-03	1.664e-02	3.964e-03	3.224e-03
760	5.491e-03	1.676e-02	3.948e-03	3.177e-03
761	5.411e-03	1.667e-02	3.933e-03	3.200e-03
762	5.391e-03	1.672e-02	3.935e-03	3.199e-03
763	5.442e-03	1.673e-02	3.954e-03	3.192e-03
764	5.469e-03	1.671e-02	3.955e-03	3.214e-03
765	5.442e-03	1.672e-02	3.945e-03	3.199e-03
766	5.432e-03	1.669e-02	4.000e-03	3.252e-03
767	5.411e-03	1.668e-02	3.936e-03	3.203e-03
768	5.375e-03	1.675e-02	3.936e-03	3.169e-03
769	5.490e-03	1.672e-02	3.936e-03	3.206e-03
770	5.390e-03	1.669e-02	3.938e-03	3.200e-03
771	5.394e-03	1.684e-02	3.934e-03	3.169e-03
772	5.424e-03	1.677e-02	3.969e-03	3.270e-03
773	5.417e-03	1.681e-02	3.935e-03	3.197e-03
774	5.435e-03	1.673e-02	3.940e-03	3.199e-03
775	5.407e-03	1.675e-02	3.937e-03	3.215e-03
776	5.389e-03	1.673e-02	3.950e-03	3.172e-03
777	5.417e-03	1.673e-02	3.949e-03	3.219e-03
778	5.407e-03	1.667e-02	3.938e-03	3.200e-03
779	5.388e-03	1.675e-02	4.012e-03	3.239e-03
780	5.398e-03	1.669e-02	3.940e-03	3.227e-03
781	5.398e-03	1.671e-02	3.944e-03	3.207e-03
782	5.439e-03	1.669e-02	3.933e-03	3.205e-03
783	5.378e-03	1.671e-02	3.934e-03	3.205e-03
784	5.429e-03	1.672e-02	3.959e-03	3.235e-03
785	5.447e-03	1.671e-02	3.938e-03	3.204e-03
786	5.395e-03	1.677e-02	3.935e-03	3.210e-03
787	5.399e-03	1.676e-02	3.938e-03	3.169e-03
788	5.407e-03	1.674e-02	3.937e-03	3.209e-03
789	5.420e-03	1.671e-02	3.954e-03	3.207e-03
790	5.443e-03	1.674e-02	3.967e-03	3.200e-03
791	5.425e-03	1.671e-02	3.957e-03	3.197e-03
792	5.393e-03	1.673e-02	3.936e-03	3.175e-03
793	5.445e-03	1.670e-02	3.946e-03	3.201e-03
794	5.396e-03	1.669e-02	3.938e-03	3.202e-03
795	5.396e-03	1.676e-02	3.938e-03	3.171e-03
796	5.416e-03	1.674e-02	3.940e-03	3.202e-03
797	5.398e-03	1.673e-02	3.934e-03	3.205e-03
798	5.415e-03	1.669e-02	3.962e-03	3.196e-03
799	5.403e-03	1.671e-02	3.936e-03	3.220e-03
800	5.379e-03	1.677e-02	3.933e-03	3.186e-03
801	5.433e-03	1.670e-02	3.953e-03	3.201e-03
802	5.396e-03	1.670e-02	3.943e-03	3.197e-03
803	5.380e-03	1.675e-02	3.944e-03	3.193e-03
804	5.410e-03	1.670e-02	3.949e-03	3.201e-03
805	5.417e-03	1.672e-02	3.942e-03	3.201e-03
806	5.451e-03	1.674e-02	3.939e-03	3.200e-03
807	5.390e-03	1.674e-02	4.055e-03	3.264e-03
808	5.465e-03	1.671e-02	3.937e-03	3.184e-03
809	5.460e-03	1.674e-02	4.013e-03	3.233e-03
810	5.399e-03	1.671e-02	3.939e-03	3.201e-03
811	5.380e-03	1.674e-02	3.949e-03	3.181e-03
812	5.390e-03	1.673e-02	3.940e-03	3.221e-03
813	5.415e-03	1.671e-02	3.934e-03	3.194e-03
814	5.403e-03	1.670e-02	3.937e-03	3.197e-03
815	5.401e-03	1.673e-02	3.946e-03	3.205e-03
816	5.396e-03	1.675e-02	3.941e-03	3.179e-03
817	5.416e-03	1.669e-02	3.934e-03	3.216e-03
818	5.400e-03	1.675e-02	3.939e-03	3.199e-03
819	5.404e-03	1.681e-02	3.941e-03	3.184e-03
820	5.430e-03	1.668e-02	3.933e-03	3.229e-03
821	5.411e-03	1.672e-02	3.959e-03	3.211e-03
822	5.475e-03	1.666e-02	3.939e-03	3.199e-03
823	5.399e-03	1.675e-02	3.982e-03	3.252e-03
824	5.409e-03	1.676e-02	3.973e-03	3.171e-03
825	5.426e-03	1.671e-02	3.938e-03	3.230e-03
826	5.427e-03	1.671e-02	3.956e-03	3.210e-03
827	5.396e-03	1.676e-02	3.934e-03	3.174e-03
828	5.400e-03	1.670e-02	4.027e-03	3.254e-03
829	5.520e-03	1.673e-02	3.959e-03	3.222e-03
830	5.486e-03	1.669e-02	3.945e-03	3.225e-03
831	5.393e-03	1.670e-02	3.940e-03	3.198e-03
832	5.404e-03	1.674e-02	3.957e-03	3.178e-03
833	5.434e-03	1.671e-02	3.953e-03	3.217e-03
834	5.415e-03	1.670e-02	3.948e-03	3.213e-03
835	5.420e-03	1.669e-02	3.945e-03	3.199e-03
836	5.404e-03	1.668e-02	3.942e-03	3.209e-03
837	5.431e-03	1.670e-02	3.955e-03	3.242e-03
838	5.417e-03	1.671e-02	3.946e-03	3.210e-03
839	5.412e-03	1.671e-02	3.941e-03	3.208e-03
840	5.386e-03	1.672e-02	3.935e-03	3.204e-03
841	5.404e-03	1.669e-02	3.954e-03	3.202e-03
842	5.411e-03	1.669e-02	3.954e-03	3.220e-03
843	5.414e-03	1.666e-02	3.933e-03	3.184e-03
844	5.435e-03	1.669e-02	3.944e-03	3.201e-03
845	5.428e-03	1.671e-02	3.944e-03	3.217e-03
846	5.422e-03	1.667e-02	4.054e-03	3.230e-03
847	5.418e-03	1.672e-02	3.949e-03	3.206e-03
848	5.387e-03	1.673e-02	3.939e-03	3.173e-03
849	5.408e-03	1.669e-02	3.940e-03	3.207e-03
850	5.400e-03	1.669e-02	3.955e-03	3.200e-03
851	5.378e-03	1.674e-02	3.938e-03	3.174e-03
852	5.420e-03	1.669e-02	3.943e-03	3.202e-03
853	5.407e-03	1.670e-02	3.997e-03	3.226e-03
854	5.434e-03	1.669e-02	3.958e-03	3.256e-03
855	5.447e-03	1.671e-02	3.967e-03	3.251e-03
856	5.404e-03	1.671e-02	3.932e-03	3.191e-03
857	5.418e-03	1.668e-02	3.939e-03	3.197e-03
858	5.410e-03	1.670e-02	3.946e-03	3.202e-03
859	5.392e-03	1.673e-02	3.943e-03	3.187e-03
860	5.423e-03	1.670e-02	3.934e-03	3.200e-03
861	5.392e-03	1.669e-02	3.942e-03	3.196e-03
862	5.432e-03	1.667e-02	3.945e-03	3.197e-03
863	5.460e-03	1.669e-02	4.020e-03	3.226e-03
864	5.418e-03	1.677e-02	3.952e-03	3.212e-03
865	5.457e-03	1.667e-02	3.931e-03	3.202e-03
866	5.390e-03	1.673e-02	3.951e-03	3.199e-03
867	5.400e-03	1.676e-02	3.939e-03	3.167e-03
868	5.428e-03	1.669e-02	3.966e-03	3.207e-03
869	5.427e-03	1.671e-02	3.968e-03	3.230e-03
870	5.425e-03	1.671e-02	3.943e-03	3.203e-03
871	5.401e-03	1.670e-02	3.987e-03	3.209e-03
872	5.400e-03	1.676e-02	3.973e-03	3.179e-03
873	5.503e-03	1.675e-02	3.962e-03	3.212e-03
874	5.390e-03	1.668e-02	4.248e-03	3.286e-03
875	5.402e-03	1.666e-02	3.958e-03	3.216e-03
876	5.409e-03	1.668e-02	3.949e-03	3.246e-03
877	5.439e-03	1.674e-02	3.981e-03	3.169e-03
878	5.415e-03	1.667e-02	3.945e-03	3.210e-03
879	5.383e-03	1.668e-02	3.966e-03	3.246e-03
880	5.397e-03	1.671e-02	3.933e-03	3.166e-03
881	5.427e-03	1.667e-02	3.962e-03	3.203e-03
882	5.383e-03	1.668e-02	4.082e-03	3.281e-03
883	5.407e-03	1.664e-02	4.077e-03	3.529e-03
884	5.389e-03	1.669e-02	3.933e-03	3.198e-03
885	5.378e-03	1.671e-02	3.964e-03	3.172e-03
886	5.411e-03	1.667e-02	3.966e-03	3.202e-03
887	5.380e-03	1.674e-02	3.967e-03	3.217e-03
888	5.375e-03	1.676e-02	4.254e-03	3.250e-03
889	5.663e-03	1.669e-02	3.936e-03	3.203e-03
890	5.396e-03	1.672e-02	3.967e-03	3.172e-03
891	5.394e-03	1.667e-02	4.076e-03	3.215e-03
892	5.375e-03	1.668e-02	3.963e-03	3.239e-03
893	5.389e-03	1.667e-02	3.934e-03	3.174e-03
894	5.397e-03	1.667e-02	3.978e-03	3.233e-03
895	5.456e-03	1.672e-02	3.937e-03	3.200e-03
896	5.417e-03	1.669e-02	3.939e-03	3.197e-03
897	5.402e-03	1.669e-02	3.964e-03	3.240e-03
898	5.433e-03	1.672e-02	3.940e-03	3.167e-03
899	5.403e-03	1.667e-02	4.254e-03	3.200e-03
900	5.380e-03	1.669e-02	3.960e-03	3.288e-03
901	5.402e-03	1.665e-02	3.960e-03	3.221e-03
902	5.400e-03	1.668e-02	3.934e-03	3.203e-03
903	5.374e-03	1.670e-02	4.023e-03	3.205e-03
904	5.399e-03	1.667e-02	4.272e-03	3.220e-03
905	5.379e-03	1.670e-02	3.964e-03	3.221e-03
906	5.433e-03	1.675e-02	3.961e-03	3.166e-03
907	5.472e-03	1.671e-02	3.948e-03	3.197e-03
908	5.419e-03	1.670e-02	3.951e-03	3.208e-03
909	5.463e-03	1.671e-02	3.937e-03	3.209e-03
910	5.410e-03	1.672e-02	3.950e-03	3.204e-03
911	5.443e-03	1.675e-02	3.938e-03	3.172e-03
912	5.421e-03	1.671e-02	3.953e-03	3.200e-03
913	5.398e-03	1.676e-02	4.005e-03	3.235e-03
914	5.397e-03	1.668e-02	3.940e-03	3.173e-03
915	5.404e-03	1.673e-02	3.937e-03	3.202e-03
916	5.392e-03	1.674e-02	3.956e-03	3.197e-03
917	5.437e-03	1.669e-02	3.931e-03	3.201e-03
918	5.377e-03	1.671e-02	3.950e-03	3.202e-03
919	5.390e-03	1.674e-02	3.942e-03	3.180e-03
920	5.421e-03	1.669e-02	3.985e-03	3.206e-03
921	5.401e-03	1.673e-02	3.955e-03	3.220e-03
922	5.446e-03	1.677e-02	3.975e-03	3.173e-03
923	5.405e-03	1.668e-02	3.934e-03	3.204e-03
924	5.387e-03	1.670e-02	3.942e-03	3.196e-03
925	5.409e-03	1.668e-02	3.943e-03	3.195e-03
926	5.390e-03	1.671e-02	3.956e-03	3.221e-03
927	5.397e-03	1.672e-02	3.936e-03	3.217e-03
928	5.429e-03	1.672e-02	3.996e-03	3.204e-03
929	5.407e-03	1.673e-02	3.950e-03	3.201e-03
